"title"	"track_n"	"text"	"album"	"artist"
"18382"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18383"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Marvin Gaye, some Luther Vandross"	"The College Dropout"	"Kanye West"
"18384"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"A little Anita will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18385"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18386"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18387"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Ready For The World, some New Edition"	"The College Dropout"	"Kanye West"
"18388"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Some Minnie Riperton will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18389"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18390"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18391"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Yeah, breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18392"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If ya iced up, pull ya sleeves out"	"The College Dropout"	"Kanye West"
"18393"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Push a big truck, pull ya keys out"	"The College Dropout"	"Kanye West"
"18394"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Girls go wild and pull ya D's out"	"The College Dropout"	"Kanye West"
"18395"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18396"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Let them hoes fight, pull her weave out"	"The College Dropout"	"Kanye West"
"18397"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If a nigga act up, pull a Desert E's out"	"The College Dropout"	"Kanye West"
"18398"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"When I pull the piece out niggas like \"Peace out!\""	"The College Dropout"	"Kanye West"
"18399"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Golly, more of that bullshit ice rap"	"The College Dropout"	"Kanye West"
"18400"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I got to 'pologize to Mos and Kweli (probably)"	"The College Dropout"	"Kanye West"
"18401"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"But is it cool to rap about gold"	"The College Dropout"	"Kanye West"
"18402"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If I told the world I copped it from Ghana and Mali? (Mali!)"	"The College Dropout"	"Kanye West"
"18403"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"First nigga with a Benz and a backpack"	"The College Dropout"	"Kanye West"
"18404"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Ice chain, Carti lens, and a knapsack"	"The College Dropout"	"Kanye West"
"18405"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Always said if I rapped I'd say somethin' significant"	"The College Dropout"	"Kanye West"
"18406"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"But now I'm rappin' 'bout money, hoes, and rims again"	"The College Dropout"	"Kanye West"
"18407"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"And it's still about the Benjamins"	"The College Dropout"	"Kanye West"
"18408"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Big faced hundreds and whatever other synonyms"	"The College Dropout"	"Kanye West"
"18409"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Strippers named Cinnamon, "	"The College Dropout"	"Kanye West"
"18410"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"more chips than Pentium"	"The College Dropout"	"Kanye West"
"18411"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"\"What'cha gon' buy next?\" Whatever new trend it is"	"The College Dropout"	"Kanye West"
"18412"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I'm tryin' to spend my stacks, and I'm so broke"	"The College Dropout"	"Kanye West"
"18413"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I look back like \"Damn, was I on crack?\""	"The College Dropout"	"Kanye West"
"18414"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I mean, twelve platinum chains, was I on that?"	"The College Dropout"	"Kanye West"
"18415"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"What the hell was wrong with me dog?"	"The College Dropout"	"Kanye West"
"18416"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Sing along with me y'all"	"The College Dropout"	"Kanye West"
"18417"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Yeah, breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18418"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If ya iced up, pull ya sleeves out"	"The College Dropout"	"Kanye West"
"18419"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Push a big truck, pull ya keys out"	"The College Dropout"	"Kanye West"
"18420"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Girls go wild and pull ya D's out"	"The College Dropout"	"Kanye West"
"18421"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18422"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Let them hoes fight, pull her weave out"	"The College Dropout"	"Kanye West"
"18423"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If a nigga act up, pull a Desert E's out"	"The College Dropout"	"Kanye West"
"18424"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"When I pull the piece out niggas like \"Peace out!\""	"The College Dropout"	"Kanye West"
"18425"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Now even though I went to college and dropped out of school quick"	"The College Dropout"	"Kanye West"
"18426"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I always had a Ph.D: a pretty huge dick"	"The College Dropout"	"Kanye West"
"18427"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Ladies tired of gettin' ripped off by guys like this"	"The College Dropout"	"Kanye West"
"18428"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"And givin' head is like a whale that's usin' a toothpick"	"The College Dropout"	"Kanye West"
"18429"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Well, I'm in the club for a limited time"	"The College Dropout"	"Kanye West"
"18430"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Act now and get some action for a $free.99"	"The College Dropout"	"Kanye West"
"18431"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Later on I might charge for ménage"	"The College Dropout"	"Kanye West"
"18432"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Heard her man was the boss of the floss"	"The College Dropout"	"Kanye West"
"18433"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"But she still want to toss me the drawers"	"The College Dropout"	"Kanye West"
"18434"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"And it ain't gon' cost me because she my caddy"	"The College Dropout"	"Kanye West"
"18435"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Cuz she grabbed my golf balls in the club"	"The College Dropout"	"Kanye West"
"18436"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"And I'm still actin' calm den-a-muhh, "	"The College Dropout"	"Kanye West"
"18437"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"she asked"	"The College Dropout"	"Kanye West"
"18438"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"\"Can you drive me in the hundreds where my Altima was?\""	"The College Dropout"	"Kanye West"
"18439"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"While we drive she tellin' me 'bout problems with her man"	"The College Dropout"	"Kanye West"
"18440"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Baby, I fully understand, let me help you with a plan"	"The College Dropout"	"Kanye West"
"18441"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"While he trickin' off, don't get no rich nigga"	"The College Dropout"	"Kanye West"
"18442"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Give "	"The College Dropout"	"Kanye West"
"18443"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"me"	"The College Dropout"	"Kanye West"
"18444"	"Breathe In Breathe Out (Ft. Ludacris)"	13	" some head, that'll really piss him off"	"The College Dropout"	"Kanye West"
"18445"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Yeah, breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18446"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If ya iced up, pull ya sleeves out"	"The College Dropout"	"Kanye West"
"18447"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Push a big truck, pull ya keys out"	"The College Dropout"	"Kanye West"
"18448"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Girls go wild and pull ya D's out"	"The College Dropout"	"Kanye West"
"18449"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18450"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Let them hoes fight, pull her weave out"	"The College Dropout"	"Kanye West"
"18451"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If a nigga act up, pull a Desert E's out"	"The College Dropout"	"Kanye West"
"18452"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"When I pull the piece out niggas like \"Peace out!\""	"The College Dropout"	"Kanye West"
"18453"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I blow past low class niggas with no cash"	"The College Dropout"	"Kanye West"
"18454"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"In the four dot six, bitch you can go ask"	"The College Dropout"	"Kanye West"
"18455"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"So when I go fast popo just laugh"	"The College Dropout"	"Kanye West"
"18456"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Right until I run out of gas or 'til I go crash"	"The College Dropout"	"Kanye West"
"18457"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Whatever comes first I'm prepared for the worst"	"The College Dropout"	"Kanye West"
"18458"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Whatever comes second I'll be there with my weapon"	"The College Dropout"	"Kanye West"
"18459"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Pullin' up in the Lexuses, one on both hand"	"The College Dropout"	"Kanye West"
"18460"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"So I guess them GSes was ambidextrous"	"The College Dropout"	"Kanye West"
"18461"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Coulda sworn her breasteses was sendin' me messages"	"The College Dropout"	"Kanye West"
"18462"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"\"K I need a free hand mammogram"	"The College Dropout"	"Kanye West"
"18463"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"I got weed, drink, and a Handicam"	"The College Dropout"	"Kanye West"
"18464"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"All of which is legal in Amsterdam\""	"The College Dropout"	"Kanye West"
"18465"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"So say my name like Candyman"	"The College Dropout"	"Kanye West"
"18466"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"And I'mma come and fix you up like the handyman"	"The College Dropout"	"Kanye West"
"18467"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"But if you don't need a fix, girl you gotta leave"	"The College Dropout"	"Kanye West"
"18468"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"You can't take that all at one time ya gotta breathe"	"The College Dropout"	"Kanye West"
"18469"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Yeah, breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18470"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If ya iced up, pull ya sleeves out"	"The College Dropout"	"Kanye West"
"18471"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Push a big truck, pull ya keys out"	"The College Dropout"	"Kanye West"
"18472"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Girls go wild and pull ya D's out"	"The College Dropout"	"Kanye West"
"18473"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Breathe in, breathe out"	"The College Dropout"	"Kanye West"
"18474"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"Let them hoes fight, pull her weave out"	"The College Dropout"	"Kanye West"
"18475"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"If a nigga act up, pull a Desert E's out"	"The College Dropout"	"Kanye West"
"18476"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"When I pull the piece out niggas like \"Peace out!\""	"The College Dropout"	"Kanye West"
"18477"	"Breathe In Breathe Out (Ft. Ludacris)"	13	"\"And you say Chi city?\" scratched repeatedly"	"The College Dropout"	"Kanye West"
"18478"	"School Spirit (Skit 1)"	14	"Now beat that!"	"The College Dropout"	"Kanye West"
"18479"	"School Spirit (Skit 1)"	14	"And your mother's saying \"Go to college\""	"The College Dropout"	"Kanye West"
"18480"	"School Spirit (Skit 1)"	14	"So you finish college"	"The College Dropout"	"Kanye West"
"18481"	"School Spirit (Skit 1)"	14	" and it's wonderful"	"The College Dropout"	"Kanye West"
"18482"	"School Spirit (Skit 1)"	14	"You feel so good"	"The College Dropout"	"Kanye West"
"18483"	"School Spirit (Skit 1)"	14	"And after all the partying and craziness"	"The College Dropout"	"Kanye West"
"18484"	"School Spirit (Skit 1)"	14	"And don't forget about that drug habit you picked up at school being around your peers"	"The College Dropout"	"Kanye West"
"18485"	"School Spirit (Skit 1)"	14	"Hey!"	"The College Dropout"	"Kanye West"
"18486"	"School Spirit (Skit 1)"	14	"Now you'll get that 25-thousand dollar job a year"	"The College Dropout"	"Kanye West"
"18487"	"School Spirit (Skit 1)"	14	"And you'll spend all your money on crack cocaine"	"The College Dropout"	"Kanye West"
"18488"	"School Spirit (Skit 1)"	14	"But, it'll be YOUR money"	"The College Dropout"	"Kanye West"
"18489"	"School Spirit (Skit 1)"	14	"No more borrowing from mom for my high!"	"The College Dropout"	"Kanye West"
"18490"	"School Spirit (Skit 1)"	14	"So now you get your degree tattooed on your back"	"The College Dropout"	"Kanye West"
"18491"	"School Spirit (Skit 1)"	14	"Cause you're so excited about it"	"The College Dropout"	"Kanye West"
"18492"	"School Spirit (Skit 1)"	14	"If you continue to work at the Gap, after several interviews, oh my God"	"The College Dropout"	"Kanye West"
"18493"	"School Spirit (Skit 1)"	14	"You'll come in at a entry-level position"	"The College Dropout"	"Kanye West"
"18494"	"School Spirit (Skit 1)"	14	"And when you do that"	"The College Dropout"	"Kanye West"
"18495"	"School Spirit (Skit 1)"	14	"If you kiss enough ass"	"The College Dropout"	"Kanye West"
"18496"	"School Spirit (Skit 1)"	14	"You'll move up to the next level"	"The College Dropout"	"Kanye West"
"18497"	"School Spirit (Skit 1)"	14	"Which is being the secretary's secretary"	"The College Dropout"	"Kanye West"
"18498"	"School Spirit (Skit 1)"	14	"And boy is that great"	"The College Dropout"	"Kanye West"
"18499"	"School Spirit (Skit 1)"	14	"You can take messages for the secretary"	"The College Dropout"	"Kanye West"
"18500"	"School Spirit (Skit 1)"	14	"Who NEVER went to college"	"The College Dropout"	"Kanye West"
"18501"	"School Spirit (Skit 1)"	14	"She's actually the boss's niece!"	"The College Dropout"	"Kanye West"
"18502"	"School Spirit (Skit 1)"	14	"So now you're part of the family"	"The College Dropout"	"Kanye West"
"18503"	"School Spirit (Skit 1)"	14	"You know what college does for you?"	"The College Dropout"	"Kanye West"
"18504"	"School Spirit (Skit 1)"	14	"It makes you really smart, man"	"The College Dropout"	"Kanye West"
"18505"	"School Spirit (Skit 1)"	14	"All you kids wanted to talk in the back of the class"	"The College Dropout"	"Kanye West"
"18506"	"School Spirit (Skit 1)"	14	"Not me, I listened"	"The College Dropout"	"Kanye West"
"18507"	"School Spirit (Skit 1)"	14	"Okay?"	"The College Dropout"	"Kanye West"
"18508"	"School Spirit (Skit 1)"	14	"I was a hall monitor"	"The College Dropout"	"Kanye West"
"18509"	"School Spirit (Skit 1)"	14	"This was meant to be"	"The College Dropout"	"Kanye West"
"18510"	"School Spirit (Skit 1)"	14	"You know how many classes I took?"	"The College Dropout"	"Kanye West"
"18511"	"School Spirit (Skit 1)"	14	"Extra classes, extra classes"	"The College Dropout"	"Kanye West"
"18512"	"School Spirit (Skit 1)"	14	"No, I've never had sex"	"The College Dropout"	"Kanye West"
"18513"	"School Spirit (Skit 1)"	14	"But you know what?"	"The College Dropout"	"Kanye West"
"18514"	"School Spirit (Skit 1)"	14	"My degree keeps me satisfied"	"The College Dropout"	"Kanye West"
"18515"	"School Spirit (Skit 1)"	14	"When a lady walks up to me and says"	"The College Dropout"	"Kanye West"
"18516"	"School Spirit (Skit 1)"	14	"\"Hey, you know what's sexy?\""	"The College Dropout"	"Kanye West"
"18517"	"School Spirit (Skit 1)"	14	"No, I don't know what it is"	"The College Dropout"	"Kanye West"
"18518"	"School Spirit (Skit 1)"	14	"But I bet I can add up all the change in your purse"	"The College Dropout"	"Kanye West"
"18519"	"School Spirit (Skit 1)"	14	"Very fast"	"The College Dropout"	"Kanye West"
"18520"	"School Spirit"	15	"School spirit, "	"The College Dropout"	"Kanye West"
"18521"	"School Spirit"	15	"motherfucker"	"The College Dropout"	"Kanye West"
